id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9836125,1 Bedroom in Russian Hill,12776675,Brandon,,Russian Hill,37.800310109197405,-122.41580802781871,Private room,150,1,0,,,1,0
10126869,Charming room North Beach Apartment,51970757,Bucky,,Russian Hill,37.79722941432739,-122.41276465244587,Private room,85,1,0,,,2,0
8602519,Intimate/Tranquil Flat in the Woods of Russian Hil,3301799,Matt,,Russian Hill,37.79988285194425,-122.41559561024093,Entire home/apt,145,5,8,2017-03-12,0.49,1,365
16512424,"Spacious nice bedroom in a great SF,location !",108538016,Alfredo,,Russian Hill,37.79888895310495,-122.41050630015269,Private room,100,2,24,2017-09-25,2.73,1,0
13066842,"Luxury Townhouse. Top location, views & furniture.",775473,Federico,,Russian Hill,37.798088446628796,-122.41479391524557,Entire home/apt,549,2,29,2017-09-24,1.77,1,57
8339864,Excellent Room in North Beach,13620573,Jake,,Russian Hill,37.80001570775318,-122.41151326084518,Private room,74,1,1,2015-09-21,0.04,1,0
14025054,Private Master Suite in the Heart of Russian Hill,32022654,Courtney,,Russian Hill,37.79760553359093,-122.42262272407667,Private room,120,1,15,2017-05-14,1.06,1,0
7937598,Your North Beach Suite!,2231262,Kendra,,Russian Hill,37.8011547440252,-122.41312088264931,Entire home/apt,130,6,21,2017-09-03,0.85,1,194
7914349,Beautiful Russian Hill Apartment,7196265,Lindsey,,Russian Hill,37.80119430965021,-122.41798395112934,Entire home/apt,250,3,0,,,1,0
9909627,Great Flat in Russian Hill,50955056,Ron,,Russian Hill,37.7992104699612,-122.42247997967932,Entire home/apt,400,2,78,2017-09-16,3.73,1,327
20254198,Large exclusive use 1Bed 1 bath  in Noe Valley,24137067,Saikat,,Noe Valley,37.749747931911386,-122.44257424543045,Private room,167,1,1,2017-08-08,0.54,3,41
8484211,Unique Private Room in Noe Valley,13005900,Olivier And Alexandra,,Noe Valley,37.74738653159838,-122.43746224142366,Private room,110,2,0,,,3,0
15609075,Noe Valley Top floor view Flat w/Parking!!,100631160,Jesse,,Noe Valley,37.749514674382084,-122.44126422677596,Entire home/apt,299,2,18,2017-09-28,4.95,1,16
7602382,S. F. skyline view apartment in Noe,11557597,Theresa,,Noe Valley,37.74971570843459,-122.44275725556169,Entire home/apt,199,3,2,2015-11-16,0.08,1,0
9471416,Victorian Master BR w Private Bath,48905746,Maria,,Noe Valley,37.74571002721924,-122.43021630348053,Private room,125,1,45,2017-09-15,2.48,4,87
87640,Comfy Garden Guest,479857,Karin,,Noe Valley,37.74549596568911,-122.42898445047335,Private room,115,3,272,2017-09-28,3.46,1,24
284117,"Cozy, Charming Cottage nestled in a quiet garden",1479905,Samantha,,Noe Valley,37.74334023349654,-122.42931645550048,Entire home/apt,130,2,159,2017-09-17,2.33,2,139
1011292,Spacious house w/garage in best location,5562662,Rachel,,Noe Valley,37.74683598305732,-122.42697201285908,Entire home/apt,263,3,12,2017-09-23,0.22,1,343
17287731,Sunny & Spacious Private Room in Noe Valley home,1097396,Danna,,Noe Valley,37.75327098193619,-122.43841207687237,Private room,100,2,1,2017-06-05,0.25,3,0
3032974,Noe Valley SF Victorian 4 bedroom home,15449537,Genie And Brian,,Noe Valley,37.74862498271331,-122.42905137389566,Entire home/apt,600,5,1,2017-07-21,0.41,1,0
18140914,Spectacular SF Victorian. Sunny Garden Apartment.,125069867,Sandhya,,Noe Valley,37.75181680776365,-122.43739632809557,Entire home/apt,130,1,7,2017-09-25,3.82,1,16
4163944,"Spacious , Views,  Great Location",21580461,Penny,,Noe Valley,37.742078744524946,-122.43404191863878,Entire home/apt,750,2,0,,,1,0
1110001,"Charming, Cozy, Beautiful Home w/lush garden patio",1479905,Samantha,,Noe Valley,37.74356443749433,-122.42908356674457,Entire home/apt,175,4,70,2017-09-23,1.39,2,33
7369846,2BD/1.5BA charming house with yard in heart of SF,16347616,Barri,,Noe Valley,37.75192698497431,-122.43656362042125,Entire home/apt,320,2,67,2017-09-16,2.53,1,304
16052656,Big Noe Valley Home - Walk to 24th Street!,25707444,Kathryn,,Noe Valley,37.750990449225654,-122.44078314065105,Entire home/apt,350,2,13,2017-10-01,1.42,1,110
8793569,Noe Valley Room w/ private entrance,23679441,James,,Noe Valley,37.75612266181873,-122.4258761546552,Private room,120,2,32,2017-09-26,1.53,2,313
2474857,Private 3Br Apt,1091811,Sean,,Noe Valley,37.75369358466056,-122.42859179802663,Private room,100,1,0,,,12,0
1803219,1907 Victorian in Cool Neighborhood,3228078,Marla,,Noe Valley,37.75288389161047,-122.42817349504145,Private room,125,1,58,2017-09-17,1.32,3,264
19684457,3 bed 2 bath condo in NOE Valley,24137067,Saikat,,Noe Valley,37.750931548717666,-122.44247551680111,Entire home/apt,312,1,1,2017-08-02,0.48,3,0
5632275,PRIVATE 1BR  FLAT w/ PATIO - heart of sunny Noe,20672353,Sarah,,Noe Valley,37.75437318126526,-122.42953639108109,Entire home/apt,165,2,97,2017-09-26,3.23,1,308
17751058,Private Guest Suite in lovely Noe Valley,2079555,Jennifer,,Noe Valley,37.75349045277678,-122.43138500874939,Entire home/apt,130,5,1,2017-09-13,1,1,2
1906323,Modern House Available for Thanksgiving Week!,9754790,Debra,,Noe Valley,37.75205620610597,-122.43009220698498,Entire home/apt,650,2,16,2017-08-12,0.40,1,22
576018,Spacious Noe Valley Victorian,2833313,Marianne & Bill,,Noe Valley,37.753626772140606,-122.43137559750878,Entire home/apt,1000,2,8,2017-08-20,0.55,1,71
14746238,Oasis in the heart of the city.,712934,Weston,,Noe Valley,37.75452648511818,-122.435225546522,Entire home/apt,250,1,1,2016-09-22,0.08,1,0
5558933,"The ""Garden View Suite""",21506398,Rob/Walt,,Noe Valley,37.753421317413725,-122.42800093016014,Entire home/apt,199,2,18,2017-08-18,0.62,3,224
7973885,Noe Valley 1 bedroom apartment,3062679,Anne & Erik,,Noe Valley,37.75197959460182,-122.42747675249556,Entire home/apt,160,3,3,2015-10-05,0.12,1,0
10682585,Newly remodeled house in NoeValley,54559100,Paula,,Noe Valley,37.75185320258948,-122.42701069167592,Entire home/apt,700,1,0,,,1,0
4285564,Bright & Stylish Family-friendly Apartment,609917,Jonny + Ali,,Noe Valley,37.75114724375145,-122.42556466699111,Entire home/apt,250,2,0,,,1,195
13992416,Modern Mansion with Stunning Views,73069840,Jaimie,,Noe Valley,37.75516714788682,-122.43214253263044,Entire home/apt,2000,1,0,,,1,0
20284283,Luxury Modern Noe Valley Victorian,1150179,Howard,,Noe Valley,37.74800681632993,-122.4307224292541,Entire home/apt,2750,3,0,,,1,0
18088837,Great location and amazing views of San Francisco,27832182,Dina,,Noe Valley,37.74961840640591,-122.44300699834156,Entire home/apt,300,5,1,2017-08-01,0.48,1,15
20633075,Noe Valley luxury apartment sleeps 4 with kitchen,46423886,Andrew,,Noe Valley,37.75388950706688,-122.44088875126319,Entire home/apt,300,1,0,,,2,158
15300913,Gorgeous Private House in Bourgeois Noe Valley,97427848,Alex,,Noe Valley,37.750084343108284,-122.43806429714893,Entire home/apt,199,1,0,,,1,0
14697644,Clean & Spacious Noe Valley Haven (walkscore:95),90676156,Jed,,Noe Valley,37.75633827575548,-122.43003108981233,Entire home/apt,300,2,56,2017-09-18,4.27,1,132
6522477,Mission/Noe Valley Painted Lady/Katz House Rm 3of3,7212456,Jack & Christina,,Noe Valley,37.74937842977496,-122.42575712088059,Private room,300,3,1,2016-09-21,0.08,3,365
5457815,Relaxing oasis in the city!,6587383,Jill,,Noe Valley,37.742726651272115,-122.42722542082726,Entire home/apt,175,2,20,2015-12-07,0.70,1,29
231752,Vintage Modern garden apartment,691445,LeighAnna,,Noe Valley,37.755647273756225,-122.44021786803921,Entire home/apt,250,30,71,2017-06-30,1.00,1,360
4227479,Cozy Furnished Room in Noe Valley,423348,David,,Noe Valley,37.743890116934175,-122.42979386630216,Private room,120,2,23,2017-05-14,0.63,3,0
1378703,Victorian /Modern Interior,7468359,Carol And Paul,,Noe Valley,37.75135040616152,-122.43737837715119,Entire home/apt,325,3,9,2017-07-30,0.18,2,307
6523507,Hand Crafted Cottage,6777981,Sebastian,,Noe Valley,37.74744439154865,-122.4357351455865,Entire home/apt,265,4,35,2017-09-30,1.32,1,338
1133445,Cozy flat in Noe Valley SF,3914306,Marc,,Noe Valley,37.748474219820885,-122.43639459069219,Entire home/apt,224,2,47,2017-07-26,0.94,1,0
8195090,Charming studio w kitchen and bath,21815368,Abby,,Noe Valley,37.7537749880724,-122.44197460179342,Entire home/apt,135,2,109,2017-09-17,5.38,1,131
1805489,Lovely Victorian Flat in Noe Valley,442724,Meredith,,Noe Valley,37.75009375506071,-122.43762989941477,Entire home/apt,249,30,57,2017-01-15,1.20,1,351
6425800,"Private 2nd fl, 1 Bdr, 1 Bath",33531559,Melissa,,Noe Valley,37.75085736142363,-122.4314684461234,Private room,168,2,38,2017-09-10,1.38,1,348
17895036,"Spacious Noe Valley 2BR, 2Bath",59244105,Andrew,,Noe Valley,37.749937739655465,-122.42875134822074,Entire home/apt,151,2,7,2017-09-17,1.11,1,23
2412158,Spectacular View Home in Noe Valley,12328050,Rae,,Noe Valley,37.748688193210924,-122.43213004526446,Entire home/apt,220,30,28,2017-05-31,1.88,1,289
1740537,Gorgeous Dolores Garden Apartment,1360869,Joanne,,Noe Valley,37.75538040946973,-122.4265470283844,Entire home/apt,165,30,99,2017-05-06,2.06,1,236
6885422,Lovely bright home in best location,335127,Irene,,Noe Valley,37.752091348602114,-122.42605113841482,Entire home/apt,390,2,16,2017-08-27,0.64,4,0
2482884,Lovely Room in Noe Valley Victorian,4745702,Morgan,,Noe Valley,37.7449708186095,-122.4287632439652,Private room,80,1,13,2017-07-28,0.33,1,297
13603043,"Eco, Tidy & Quiet Designer Apartment in Lovely Noe",2019781,Shal,,Noe Valley,37.75388119136906,-122.4322871181562,Entire home/apt,215,3,44,2017-09-30,2.84,1,126
15295068,Sunny Victorian room for one,81679100,Michael,,Noe Valley,37.75421046399819,-122.43375486190322,Private room,100,1,19,2017-10-01,1.56,1,293
594387,Noe Valley 3BR/2.5 BA w/ views,2935501,John,,Noe Valley,37.753007665441835,-122.4368554890529,Entire home/apt,650,2,132,2017-09-14,2.10,1,54
5345792,Private room: Castro/ Dolores Park,4253502,Leo,,Noe Valley,37.756134206615116,-122.4308102366423,Private room,165,3,88,2017-09-29,2.81,1,303
12784188,Child-friendly Noe Valley condo,2549497,Tamar,,Noe Valley,37.75194725757853,-122.44036669490181,Entire home/apt,230,7,1,2016-07-31,0.07,1,0
15700787,Beautiful 2BR Large SF Loft ★Garage★Deck★Views★,101376463,Mike,,Noe Valley,37.75490632848171,-122.43008758985818,Entire home/apt,199,2,75,2017-09-17,6.66,1,132
3643012,Lovely home in Noe Valley,10830962,Lisa,,Noe Valley,37.74741992593599,-122.4261597893653,Entire home/apt,450,2,7,2017-09-12,0.19,2,352
644948,Victorian in Cool Neighborhood,3228078,Marla,,Noe Valley,37.75310612977905,-122.42673182186114,Private room,100,1,133,2017-09-09,2.14,3,73
5478359,Relaxing room in central Noe Valley,2539313,Michelle,,Noe Valley,37.75174298917452,-122.4331209411147,Private room,146,3,56,2017-09-12,2.02,1,278
5478400,"Private Suite, Bath & Entrance",997788,An,,Noe Valley,37.75514951923111,-122.4372549054996,Private room,135,1,78,2017-09-14,2.77,2,269
20715658,Private quiet writer's studio,15284484,Lochlann,,Noe Valley,37.74776218842727,-122.43732217464806,Private room,119,4,0,,,3,0
39174,Bette's New Place,127367,Annette,,Noe Valley,37.74830167460932,-122.4248849594586,Entire home/apt,107,30,20,2017-08-25,0.27,25,335
8482762,Unique room in a Noe Valley house.,13005900,Olivier And Alexandra,,Noe Valley,37.749516417061855,-122.43639322015125,Private room,95,3,1,2015-09-25,0.04,3,0
17734299,Noe Street- Cozy Oasis,20579900,Colleen,,Noe Valley,37.746421586444164,-122.4311167362633,Entire home/apt,94,14,9,2017-07-20,1.53,1,0
9476849,1BR - Modern Stunning-View Noe Home,1577584,Lauren & Mitch,,Noe Valley,37.75077637338713,-122.44270357510955,Private room,138,1,12,2016-09-23,0.53,3,274
1612702,Cozy Room in Noe Valley Victorian,8585109,Thea,,Noe Valley,37.74764152884891,-122.44168931854561,Private room,112,2,172,2017-09-10,3.48,3,113
14949545,Noe Valley Edwardian close to 24th Street,34464345,Tom,,Noe Valley,37.74515135307227,-122.42949409954572,Entire home/apt,350,29,21,2017-08-04,1.73,1,149
515260,Beautiful Noe Valley Edwardian flat,2537525,Susan,,Noe Valley,37.74395439476918,-122.43252511289205,Entire home/apt,250,2,2,2013-11-04,0.04,1,0
16703040,510A Diamond Street Flat,22016917,Teri,,Noe Valley,37.75339506635467,-122.4374282167496,Entire home/apt,247,3,21,2017-09-17,2.70,2,346
8101619,"Private, Garage, Deck, sleeps 6",41101439,Meghna,,Noe Valley,37.745518850460755,-122.43499338684093,Entire home/apt,250,1,23,2017-08-03,0.92,2,17
4463263,Beautiful Noe Vly. Victorian 3 Bdrm,18151037,Valerie,,Noe Valley,37.75375191780806,-122.43708950451737,Private room,350,3,46,2017-09-25,1.37,7,113
18915737,Big & Cozy Noe Valley Room with Meditation Space,35906494,Frida,,Noe Valley,37.75437867180218,-122.43228095088114,Private room,100,4,3,2017-09-04,1.01,1,0
19637695,Sunny and Charming Casa Dolores,87315309,Noemi,,Noe Valley,37.755926947915114,-122.4260728274627,Private room,70,25,0,,,2,82
6677173,"Luxurious Hip Victorian home, Remodeled",972289,Dan,,Noe Valley,37.74793766668647,-122.43499584406331,Entire home/apt,500,4,33,2017-09-23,1.24,1,357
1516321,Noe Valley:Elizabeth Street,7468359,Carol And Paul,,Noe Valley,37.752821833573805,-122.4376767862194,Private room,150,3,14,2017-09-03,0.35,2,274
7807992,Quiet room with Garden View,41101439,Meghna,,Noe Valley,37.746660400088025,-122.4346039465124,Private room,48,4,14,2016-05-18,0.54,2,0
3957762,Cozy Futon in Warmth of Noe Valley,2544554,Joel,,Noe Valley,37.7531275833741,-122.42968984889123,Private room,125,2,2,2017-07-29,0.08,4,356
2876562,Modern sunny 1bd w private garage ,997788,An,,Noe Valley,37.754697847252906,-122.43657572948443,Entire home/apt,175,2,244,2017-09-10,5.93,2,198
20227654,Large Pet-Friendly 2BR San Francisco Flat w/Deck,86748234,Evolve Vacation Rental,,Noe Valley,37.751709079929675,-122.42622053331537,Entire home/apt,268,5,0,,,1,294
6727254,Noe Valley Victorian - Eureka!,18151037,Valerie,,Noe Valley,37.75322739711376,-122.4374095780536,Private room,105,2,15,2017-09-19,0.55,7,133
1992217,Sweeping Views and Dolores Park Pad,10271221,Peter,,Noe Valley,37.75618986347048,-122.4288092994421,Private room,159,2,212,2017-09-10,4.59,1,340
20637303,"1900 Edwardian; Noe Vly Master+Cozy Qn. , 2 bdrm",18151037,Valerie,,Noe Valley,37.751474891976386,-122.43693878948326,Private room,225,2,0,,,7,316
13084294,Hip Art deco 1 bdr-  Sunny Mission Dolores,72600142,Jay,,Noe Valley,37.75545038481085,-122.42681317039569,Entire home/apt,200,30,15,2017-06-17,1.00,1,80
4663060,Peaceful Noe Valley private unit near everything,10924383,Mark,,Noe Valley,37.74471277696103,-122.43133568346384,Entire home/apt,140,1,174,2017-09-27,5.02,2,139
19113816,Cerulean Skies,125970320,Elliott,,Noe Valley,37.74744185261713,-122.43708248529276,Private room,108,1,12,2017-09-17,3.56,1,337
15411459,Room in a Cottage W/ Hot Tub!,54376687,Hilary,,Noe Valley,37.743612940672136,-122.43024232165419,Private room,120,14,14,2017-09-24,1.20,1,45
19995707,#201c SPACIOUS shared room in Hacker House,139469295,Bed|N|Build 2,,Noe Valley,37.754128089537566,-122.42838917227388,Shared room,31,30,0,,,1,332
4384518,Large 3BR Noe Valley Craftsman Home w/ Backyard,423348,David,,Noe Valley,37.74188609639562,-122.42991830142388,Entire home/apt,299,3,19,2017-09-20,1.49,3,20
6957662,"Modern, private separate suite & garden.",36481063,Gary,,Noe Valley,37.748583418303475,-122.43582351835974,Entire home/apt,225,5,50,2017-09-24,1.82,1,151
650082,"St. Paul's Flat, Great Noe Location",127367,Annette,,Noe Valley,37.74248691267723,-122.42827118045696,Entire home/apt,99,30,10,2014-10-25,0.16,25,242
18672688,Spacious 2-Bedroom in the Heart of Noe Valley,69647212,Nate,,Noe Valley,37.752901511792395,-122.43336447201591,Entire home/apt,330,3,2,2017-07-28,0.47,1,0
14576746,Hidden Cottage in Noe Valley,1154836,Ginger,,Noe Valley,37.75137692600272,-122.43279479439865,Entire home/apt,200,1,10,2017-03-14,0.79,2,344
20769905,Bright Room in Noe Valley!,41016429,Frank,,Noe Valley,37.75080110291269,-122.42723225627402,Private room,72,7,1,2017-09-25,1,1,0
15942888,Quiet Room with Amazing City Views,103487378,Cindee,,Noe Valley,37.74171618749391,-122.43550728236832,Private room,225,1,0,,,1,88
19721664,Noe Valley Nook,139013719,Steve,,Noe Valley,37.75251863517219,-122.44171281534881,Entire home/apt,144,1,0,,,1,0
4501272,Noe Valley Apt - Best Views in SF! ,4834973,Chelsea,,Noe Valley,37.75371392886852,-122.4422226170622,Private room,180,1,4,2015-10-25,0.15,1,0
4730653,Private Noe Valley Cabana w/Gym,6495911,Georg,,Noe Valley,37.749307933406534,-122.43567701592424,Entire home/apt,149,2,143,2017-09-15,4.32,1,306
8155037,"Large, sunny room in great apt",10659392,Jenna,,Noe Valley,37.75268858338807,-122.43069170914379,Private room,920,1,0,,,1,0
16052484,Luxurious Noe Valley Victorian,55971219,Ronald,,Noe Valley,37.7526146089838,-122.43108237883868,Private room,150,1,8,2017-09-10,0.91,1,85
6238514,Noe Valley 2 bedroom retreat,6249565,Michael,,Noe Valley,37.74714548995314,-122.43058795278475,Entire home/apt,350,1,49,2017-09-17,1.72,1,330
10826403,One Bed One Bath in Noe Valley,33396252,Ramsey,,Noe Valley,37.74369621518496,-122.42776089507397,Entire home/apt,500,1,0,,,1,0
14294502,"Charming Noe Valley Victorian Flat, extra large!",87281847,Pramil,,Noe Valley,37.75135459258463,-122.43737233971723,Entire home/apt,350,2,4,2016-10-14,0.28,1,35
9974744,Gorgeous 3bd Victorian in Mission/Noe with Garden,733751,Julie,,Noe Valley,37.753702164578996,-122.4275946820242,Entire home/apt,340,21,24,2017-09-11,1.27,1,211
12383404,Cute Noe Valley Apartment,864647,Tara,,Noe Valley,37.75105042726712,-122.44186997471171,Entire home/apt,189,4,20,2017-09-15,1.14,1,296
8353031,Prime Noe Valley View Home,10063447,Lori,,Noe Valley,37.746802815759665,-122.43116234890459,Entire home/apt,375,2,18,2017-09-14,1.93,1,313
1209638,Edwardian in Noe Valley w/deck,6606026,Robin,,Noe Valley,37.74901727139352,-122.42542729311036,Entire home/apt,400,3,2,2016-01-03,0.08,1,0
5193689,Casa Montero in Noe Valley,26866124,Roberto,,Noe Valley,37.74203306149324,-122.4299929857396,Private room,200,4,0,,,1,363
19265072,An Edwardian Home with a Lush Green Garden,17506355,Won Chan (원찬),,Noe Valley,37.749847780433086,-122.43200153444852,Private room,95,2,14,2017-09-24,4.20,2,24
7026287,Separate Entrance/Private Bathroom in Noe Valley!,36833202,Melissa & Nicole,,Noe Valley,37.74962834169858,-122.42994857624723,Private room,119,2,150,2017-09-23,5.90,1,76
11122531,In-law unit in Quiet Noe Valley,3697779,Amanda,,Noe Valley,37.74417923544674,-122.43233375151675,Entire home/apt,146,1,137,2017-10-01,6.88,1,143
18986977,Artist Bohemian home w/Chef Kitchen in Noe Valley,123065159,Matt,,Noe Valley,37.75275047002525,-122.43747501226983,Private room,200,3,0,,,1,239
19953806,Noe Valley Views,64468924,Geray,,Noe Valley,37.75530844493624,-122.43073107326582,Private room,160,1,0,,,1,0
10827932,"Perfect, Quiet Noe Valley Apartment",3808018,Luke,,Noe Valley,37.744296304950716,-122.42699356928983,Entire home/apt,200,4,1,2016-02-08,0.05,1,11
8272458,Perfect for you in a quiet neighborhood,19364894,Rafe,,Noe Valley,37.754108750544916,-122.43832124368113,Entire home/apt,125,2,90,2017-09-18,4.68,1,66
13396467,Top Floor Condo in 1922 Edwardian,12152426,Paul,,Noe Valley,37.74386485781428,-122.42821229648128,Entire home/apt,224,2,0,,,1,0
3554396,Sunny Contemporary Noe Valley Home,7449143,Sita,,Noe Valley,37.75433183866987,-122.42952319999151,Entire home/apt,270,15,1,2015-08-27,0.04,1,0
2424012,"Airy 2BR Edwardian home, lots of light! Castro/Noe",239808,Andrew,,Noe Valley,37.75223245664036,-122.44059770761451,Entire home/apt,190,2,6,2016-02-05,0.14,1,0
14745298,New and Spacious Noe Valley Studio,909879,Naomi,,Noe Valley,37.74863517686243,-122.43660153815259,Entire home/apt,200,2,56,2017-09-10,4.64,1,126
4532551,Private Noe Valley Guest Suite,23500389,Donna,,Noe Valley,37.75222671313805,-122.4285619587197,Entire home/apt,229,3,92,2017-08-19,2.70,1,318
283977,outdoor jacuzzi w/ room Noe/Castro,1474705,Mark And Abby,,Noe Valley,37.75596802809728,-122.43647654797431,Private room,100,1,156,2017-09-30,2.50,2,360
9468121,"hacker house PRIVATE Studio ""NYC""",10624127,Bed|N|Build,,Noe Valley,37.753625943477445,-122.43002442020398,Private room,76,30,0,,,3,364
3506164,The Emerald Garden,46,Elizabeth,,Noe Valley,37.75126300453371,-122.42606005871139,Entire home/apt,175,2,221,2017-09-21,5.68,1,62
7012313,Walkers' Paradise in Noe Valley LWR,36763152,Alex,,Noe Valley,37.75072854073942,-122.42646920486033,Private room,110,30,9,2017-07-31,0.34,2,140
19270270,Sunny Mediterranean Apt in Noe Valley,6295982,Pablo,,Noe Valley,37.75367501717084,-122.42737879153805,Entire home/apt,250,3,16,2017-09-27,4.95,1,47
18464444,Chez Sanchez,7012008,Judith,,Noe Valley,37.74868020095992,-122.42843362997763,Entire home/apt,250,2,6,2017-10-01,3.00,1,26
6348742,Charming & spacious Apt in heart of Noe Valley,17187571,Lloyd,,Noe Valley,37.753262321319,-122.43597995103708,Entire home/apt,265,3,59,2017-10-01,2.12,1,151
12156553,Charming Victorian Apartment,1154836,Ginger,,Noe Valley,37.751360776457794,-122.42937148717286,Entire home/apt,201,30,5,2017-02-09,0.31,2,335
10452379,Downtown SF in 15 Mins! Noe Valley Home-Sleeps 4!,53845888,Jack,,Noe Valley,37.75404291451224,-122.42930014117103,Entire home/apt,150,190,9,2017-01-20,0.47,2,80
20708705,"Amazing location, short term rental in SF",6931681,Dave,,Noe Valley,37.74717620047612,-122.42515044355513,Private room,85,3,1,2017-09-04,1,1,34
17937634,"Pet-friendly, Boutique Noe Valley Apt. Garden View",123028266,Greg,,Noe Valley,37.74559820938382,-122.42874338386574,Private room,245,2,7,2017-09-10,1.19,1,324
10517693,Newly Renovated Spacious Studio,38351936,Arcene,,Noe Valley,37.7521842464886,-122.44197067392183,Entire home/apt,125,2,109,2017-09-22,5.47,1,309
9682877,"Pleasant 2 BR, 2 BA Noe Valley flat",7920864,Ophir,,Noe Valley,37.75325077970233,-122.4401125586149,Entire home/apt,225,3,55,2017-10-01,2.50,1,0
15597482,Chic Noe valley apartment!,11246965,Shawna,,Noe Valley,37.7460990689519,-122.4280899928998,Entire home/apt,189,30,15,2017-08-25,1.35,1,35
3325741,Nice room--walk to Castro and Noe,6777297,Robert And Juan Carlos,,Noe Valley,37.755251569622395,-122.43994719162667,Private room,79,1,227,2017-09-28,5.86,1,62
16179065,"Quiet, Recently Re-Done Large Studio / Noe Valley",3817487,Bruce And Keith,,Noe Valley,37.75310296241537,-122.43620873285762,Entire home/apt,189,3,10,2017-09-18,1.19,1,322
10861791,Local living in Noe Valley,23331893,Nadia,,Noe Valley,37.74941508964801,-122.42635725566448,Entire home/apt,499,3,0,,,1,0
1589073,"",8477538,Mellyn,,Noe Valley,37.75591314134705,-122.43084052813515,Entire home/apt,195,3,10,2016-10-08,0.21,1,244
10599384,Walkers' Paradise in Noe Valley UPR,36763152,Alex,,Noe Valley,37.75064511921012,-122.42873014586841,Private room,95,30,8,2017-07-31,0.44,2,331
15662917,The Homestead,775963,Eileen,,Noe Valley,37.75024826035822,-122.43837020791786,Private room,135,2,43,2017-09-28,4.57,1,149
1438864,Noe Valley,7728783,Cynthia,,Noe Valley,37.74703281054805,-122.43494481172067,Private room,240,3,75,2016-10-07,1.49,2,83
3636803,Quiet Getaway with Beautiful Views,6312970,Sara And Philip,,Noe Valley,37.745957045868124,-122.43344089866605,Entire home/apt,360,4,12,2016-01-16,0.32,1,0
16456337,Tangerine Dream:  Modern Noe Valley Retreat,22664977,Manuel,,Noe Valley,37.74983124884794,-122.43860322226135,Private room,72,2,36,2017-09-26,4.04,1,113
2178503,Cozy studio in Noe Valley,11111510,Michelle,,Noe Valley,37.745943576349035,-122.43054329884714,Entire home/apt,155,2,83,2017-09-22,1.97,1,316
7272492,Step into the chill zone,4797795,Ricky Rizal,,Noe Valley,37.74761575158799,-122.42565652611044,Private room,120,2,1,2016-06-08,0.06,1,0
30738,270 degree view in Noe Valley Flat,93431,Benjamin,,Noe Valley,37.749319954092556,-122.4338542689576,Private room,275,1,40,2017-07-29,0.52,1,363
1898486,Private Cottage in Noe Valley,9861752,Ed,,Noe Valley,37.74449682227777,-122.42717971618015,Entire home/apt,245,6,92,2017-09-22,1.98,1,305
13694975,Noe Valley Garden Flat,6224463,Phil,,Noe Valley,37.74790506160528,-122.42746390307241,Entire home/apt,395,1,0,,,1,0
9844630,Large room w. pvt balcony & ensuite,1902653,Justin,,Noe Valley,37.75297328116181,-122.43557829976659,Private room,135,30,1,2016-03-17,0.05,2,99
589676,Lovely room with Private Bath,335127,Irene,,Noe Valley,37.75036389542221,-122.42620591542439,Private room,110,2,89,2017-09-17,4.20,4,127
4121114,Noe Vly Victorian w/Twin Peaks View,18151037,Valerie,,Noe Valley,37.75240992266086,-122.43706859165883,Private room,145,2,68,2017-09-22,1.95,7,301
5094146,Charming Sun-Room with Futon,304426,Abhay,,Noe Valley,37.742158520042956,-122.43011397319918,Private room,65,2,110,2017-09-25,3.39,2,67
10451690,"Top Floor, Bottom Price,  in the Heart of Noe",53845888,Jack,,Noe Valley,37.743316748212344,-122.42525849989859,Entire home/apt,160,180,5,2017-01-14,0.26,2,171
6273745,Beautiful 3bd Noe Valley Home,28945865,Eric,,Noe Valley,37.75143520377865,-122.44167981013334,Entire home/apt,350,3,8,2017-08-03,0.28,1,0
11532945,Garden Apt. in Beautiful Noe Valley,27335724,Alex,,Noe Valley,37.74459687756245,-122.42758466576646,Entire home/apt,185,3,25,2017-09-17,1.56,1,126
15759935,Noe Valley Convenience and Backyard Charm,5466655,Nick,,Noe Valley,37.75107374883968,-122.43520031196618,Entire home/apt,274,5,2,2017-09-25,2,1,25
12335676,Charming Victorian in SF,1414771,Jessica,,Noe Valley,37.75148002272844,-122.42819383664035,Private room,130,4,1,2017-04-07,0.07,1,0
13810224,Spacious Noe Valley Hideaway,15284484,Lochlann,,Noe Valley,37.74917747080115,-122.43675193809948,Entire home/apt,275,1,6,2017-09-28,3.83,3,168
15311500,Sunny private room in Victorian with SF Native,5062811,Mira,,Noe Valley,37.750165990887666,-122.43051786016981,Private room,117,2,40,2017-09-26,3.31,2,125
6748645,Sunny Art-filled Noe Valley Views!,3109494,Peggy,,Noe Valley,37.75547852610369,-122.42941320536644,Entire home/apt,350,3,30,2017-09-20,1.13,1,324
13531532,"Modern, Spacious and Bright Apt in Noe Valley",48623288,Carol,,Noe Valley,37.744386443493035,-122.43117449073269,Private room,175,2,4,2017-05-26,0.35,1,0
5749181,Noe Valley Studio Made For Business Travelers!,29047273,Nora,,Noe Valley,37.747216731381805,-122.435066361304,Entire home/apt,125,2,39,2017-09-18,1.35,1,31
